LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS,SUM OF COUNT RATE R02 AND R03 (CPM)
FL: JACKSONVILLE,01/01/2020 00:18:00,118.0,1207.0,671.0,203.0,102.0,68.0,93.0,44.0,22.0,APPROVED,1878.0
FL: JACKSONVILLE,01/01/2020 01:18:00,124.0,1209.0,669.0,205.0,102.0,68.0,91.0,44.0,22.0,APPROVED,1878.0
FL: JACKSONVILLE,01/01/2020 02:18:00,123.0,1211.0,672.0,209.0,104.0,68.0,92.0,45.0,22.0,APPROVED,1883.0
FL: JACKSONVILLE,01/01/2020 03:18:00,,1219.0,674.0,213.0,103.0,66.0,95.0,45.0,21.0,APPROVED,1893.0
FL: JACKSONVILLE,01/01/2020 04:19:00,,1225.0,686.0,213.0,104.0,69.0,94.0,43.0,23.0,APPROVED,1911.0
FL: JACKSONVILLE,01/01/2020 05:19:00,,1227.0,692.0,216.0,107.0,69.0,95.0,45.0,22.0,APPROVED,1919.0
FL: JACKSONVILLE,01/01/2020 06:19:00,,1230.0,696.0,218.0,105.0,68.0,96.0,46.0,23.0,APPROVED,1926.0
FL: JACKSONVILLE,01/01/2020 07:19:00,,1226.0,699.0,216.0,107.0,71.0,99.0,46.0,22.0,APPROVED,1925.0
FL: JACKSONVILLE,01/01/2020 08:19:00,,1235.0,692.0,213.0,107.0,70.0,97.0,46.0,21.0,APPROVED,1927.0
FL: JACKSONVILLE,01/01/2020 09:20:00,,1230.0,690.0,217.0,108.0,70.0,98.0,45.0,23.0,APPROVED,1920.0
FL: JACKSONVILLE,01/01/2020 10:20:00,,1230.0,694.0,216.0,110.0,70.0,96.0,46.0,22.0,APPROVED,1924.0
FL: JACKSONVILLE,01/01/2020 11:20:00,,1228.0,691.0,216.0,110.0,70.0,97.0,47.0,23.0,APPROVED,1919.0
FL: JACKSONVILLE,01/01/2020 12:20:00,,1224.0,690.0,212.0,107.0,67.0,95.0,46.0,23.0,APPROVED,1914.0
FL: JACKSONVILLE,01/01/2020 13:20:00,,1220.0,689.0,214.0,109.0,69.0,94.0,46.0,23.0,APPROVED,1909.0
FL: JACKSONVILLE,01/01/2020 14:21:00,,1223.0,688.0,214.0,105.0,70.0,96.0,45.0,23.0,APPROVED,1911.0
FL: JACKSONVILLE,01/01/2020 15:21:00,,1207.0,681.0,211.0,101.0,68.0,96.0,43.0,22.0,APPROVED,1888.0
FL: JACKSONVILLE,01/01/2020 16:21:00,,1200.0,668.0,207.0,101.0,66.0,93.0,45.0,23.0,APPROVED,1868.0
FL: JACKSONVILLE,01/01/2020 17:21:00,121.0,1201.0,668.0,206.0,102.0,68.0,91.0,46.0,22.0,APPROVED,1869.0
FL: JACKSONVILLE,01/01/2020 18:22:00,118.0,1202.0,676.0,207.0,102.0,68.0,93.0,44.0,22.0,APPROVED,1878.0
FL: JACKSONVILLE,01/01/2020 19:22:00,114.0,1203.0,667.0,208.0,106.0,67.0,91.0,45.0,22.0,APPROVED,1870.0
FL: JACKSONVILLE,01/01/2020 20:22:00,112.0,1189.0,675.0,203.0,105.0,68.0,92.0,44.0,21.0,APPROVED,1864.0
FL: JACKSONVILLE,01/01/2020 21:22:00,111.0,1198.0,662.0,203.0,103.0,66.0,90.0,46.0,22.0,APPROVED,1860.0
FL: JACKSONVILLE,01/01/2020 22:22:00,108.0,1193.0,666.0,200.0,101.0,66.0,90.0,46.0,22.0,APPROVED,1859.0
FL: JACKSONVILLE,01/01/2020 23:23:00,107.0,1191.0,657.0,200.0,100.0,66.0,90.0,45.0,23.0,APPROVED,1848.0
FL: JACKSONVILLE,01/02/2020 00:23:00,123.0,1199.0,661.0,206.0,102.0,65.0,91.0,44.0,23.0,APPROVED,1860.0
FL: JACKSONVILLE,01/02/2020 01:23:00,125.0,1192.0,665.0,204.0,99.0,65.0,93.0,45.0,22.0,APPROVED,1857.0
FL: JACKSONVILLE,01/02/2020 02:23:00,,1212.0,671.0,210.0,101.0,68.0,95.0,44.0,22.0,APPROVED,1883.0
FL: JACKSONVILLE,01/02/2020 03:23:00,125.0,1208.0,685.0,213.0,106.0,68.0,96.0,45.0,22.0,APPROVED,1893.0
FL: JACKSONVILLE,01/02/2020 04:24:00,,1211.0,680.0,208.0,105.0,69.0,95.0,46.0,22.0,APPROVED,1891.0
FL: JACKSONVILLE,01/02/2020 05:24:00,,1213.0,668.0,208.0,104.0,67.0,95.0,44.0,22.0,APPROVED,1881.0
FL: JACKSONVILLE,01/02/2020 06:24:00,,1205.0,667.0,207.0,103.0,68.0,94.0,44.0,22.0,APPROVED,1872.0
FL: JACKSONVILLE,01/02/2020 07:24:00,,1202.0,659.0,208.0,100.0,67.0,93.0,45.0,23.0,APPROVED,1861.0
FL: JACKSONVILLE,01/02/2020 08:24:00,,1199.0,662.0,202.0,102.0,66.0,94.0,45.0,22.0,APPROVED,1861.0
FL: JACKSONVILLE,01/02/2020 09:25:00,,1206.0,668.0,206.0,100.0,68.0,93.0,45.0,22.0,APPROVED,1874.0
FL: JACKSONVILLE,01/02/2020 10:25:00,,1219.0,681.0,217.0,104.0,69.0,94.0,45.0,22.0,APPROVED,1900.0
FL: JACKSONVILLE,01/02/2020 11:25:00,,1225.0,692.0,217.0,108.0,68.0,96.0,44.0,22.0,APPROVED,1917.0
FL: JACKSONVILLE,01/02/2020 12:25:00,,1241.0,702.0,222.0,113.0,70.0,98.0,48.0,23.0,APPROVED,1943.0
FL: JACKSONVILLE,01/02/2020 13:26:00,,1235.0,707.0,219.0,111.0,71.0,97.0,47.0,23.0,APPROVED,1942.0
FL: JACKSONVILLE,01/02/2020 14:26:00,,1242.0,701.0,218.0,114.0,72.0,100.0,47.0,22.0,APPROVED,1943.0
FL: JACKSONVILLE,01/02/2020 15:26:00,123.0,1232.0,703.0,214.0,111.0,69.0,96.0,47.0,23.0,APPROVED,1935.0
FL: JACKSONVILLE,01/02/2020 16:26:00,116.0,1246.0,718.0,214.0,113.0,70.0,99.0,47.0,24.0,APPROVED,1964.0
FL: JACKSONVILLE,01/02/2020 17:26:00,112.0,1246.0,719.0,214.0,113.0,70.0,97.0,49.0,24.0,APPROVED,1965.0
FL: JACKSONVILLE,01/02/2020 18:27:00,109.0,1243.0,719.0,218.0,114.0,70.0,97.0,48.0,23.0,APPROVED,1962.0
FL: JACKSONVILLE,01/02/2020 19:27:00,111.0,1239.0,721.0,219.0,113.0,69.0,96.0,48.0,24.0,APPROVED,1960.0
FL: JACKSONVILLE,01/02/2020 20:27:00,108.0,1222.0,701.0,210.0,114.0,69.0,94.0,48.0,23.0,APPROVED,1923.0
FL: JACKSONVILLE,01/02/2020 21:27:00,107.0,1224.0,700.0,210.0,108.0,67.0,95.0,49.0,24.0,APPROVED,1924.0
FL: JACKSONVILLE,01/02/2020 22:27:00,105.0,1218.0,698.0,213.0,108.0,68.0,97.0,46.0,24.0,APPROVED,1916.0
FL: JACKSONVILLE,01/02/2020 23:28:00,107.0,1221.0,684.0,206.0,106.0,67.0,93.0,46.0,23.0,APPROVED,1905.0
FL: JACKSONVILLE,01/03/2020 00:28:00,102.0,1206.0,671.0,205.0,103.0,66.0,93.0,47.0,23.0,APPROVED,1877.0
FL: JACKSONVILLE,01/03/2020 01:28:00,102.0,1210.0,669.0,205.0,102.0,66.0,91.0,46.0,22.0,APPROVED,1879.0
FL: JACKSONVILLE,01/03/2020 02:28:00,114.0,1203.0,664.0,204.0,101.0,65.0,91.0,45.0,23.0,APPROVED,1867.0
FL: JACKSONVILLE,01/03/2020 03:29:00,107.0,1204.0,670.0,204.0,102.0,69.0,90.0,44.0,24.0,APPROVED,1874.0
FL: JACKSONVILLE,01/03/2020 04:29:00,112.0,1199.0,679.0,209.0,102.0,68.0,92.0,45.0,24.0,APPROVED,1878.0
FL: JACKSONVILLE,01/03/2020 05:29:00,113.0,1212.0,685.0,206.0,106.0,69.0,91.0,45.0,23.0,APPROVED,1897.0
FL: JACKSONVILLE,01/03/2020 06:29:00,116.0,1224.0,690.0,208.0,106.0,68.0,95.0,47.0,24.0,APPROVED,1914.0
FL: JACKSONVILLE,01/03/2020 07:29:00,109.0,1228.0,700.0,210.0,111.0,71.0,95.0,47.0,24.0,APPROVED,1928.0
FL: JACKSONVILLE,01/03/2020 08:30:00,104.0,1235.0,692.0,211.0,110.0,69.0,97.0,48.0,22.0,APPROVED,1927.0
FL: JACKSONVILLE,01/03/2020 09:30:00,108.0,1227.0,695.0,214.0,113.0,70.0,94.0,47.0,23.0,APPROVED,1922.0
FL: JACKSONVILLE,01/03/2020 10:30:00,111.0,1235.0,698.0,210.0,110.0,71.0,94.0,47.0,23.0,APPROVED,1933.0
FL: JACKSONVILLE,01/03/2020 11:30:00,111.0,1229.0,701.0,214.0,111.0,68.0,97.0,46.0,23.0,APPROVED,1930.0
FL: JACKSONVILLE,01/03/2020 12:30:00,107.0,1238.0,705.0,212.0,110.0,69.0,95.0,47.0,22.0,APPROVED,1943.0
FL: JACKSONVILLE,01/03/2020 13:31:00,112.0,1223.0,705.0,211.0,110.0,70.0,96.0,49.0,24.0,APPROVED,1928.0
FL: JACKSONVILLE,01/03/2020 14:31:00,111.0,1228.0,707.0,212.0,114.0,70.0,95.0,48.0,24.0,APPROVED,1935.0
FL: JACKSONVILLE,01/03/2020 15:31:00,111.0,1233.0,712.0,215.0,115.0,72.0,98.0,49.0,22.0,APPROVED,1945.0
FL: JACKSONVILLE,01/03/2020 16:31:00,117.0,1244.0,729.0,217.0,117.0,69.0,100.0,49.0,25.0,APPROVED,1973.0
FL: JACKSONVILLE,01/03/2020 17:31:00,110.0,1240.0,730.0,219.0,118.0,71.0,98.0,50.0,25.0,APPROVED,1970.0
FL: JACKSONVILLE,01/03/2020 18:32:00,107.0,1262.0,741.0,221.0,124.0,71.0,102.0,51.0,25.0,APPROVED,2003.0
FL: JACKSONVILLE,01/03/2020 19:32:00,106.0,1258.0,743.0,223.0,123.0,71.0,101.0,51.0,25.0,APPROVED,2001.0
FL: JACKSONVILLE,01/03/2020 20:32:00,108.0,1240.0,728.0,218.0,120.0,71.0,99.0,50.0,25.0,APPROVED,1968.0
FL: JACKSONVILLE,01/03/2020 21:32:00,107.0,1230.0,717.0,217.0,118.0,70.0,97.0,49.0,25.0,APPROVED,1947.0
FL: JACKSONVILLE,01/03/2020 22:33:00,107.0,1242.0,725.0,215.0,118.0,72.0,99.0,49.0,25.0,APPROVED,1967.0
FL: JACKSONVILLE,01/03/2020 23:33:00,106.0,1246.0,728.0,219.0,120.0,71.0,99.0,49.0,24.0,APPROVED,1974.0
FL: JACKSONVILLE,01/04/2020 00:33:00,106.0,1238.0,714.0,218.0,116.0,71.0,100.0,49.0,24.0,APPROVED,1952.0
FL: JACKSONVILLE,01/04/2020 01:33:00,108.0,1235.0,709.0,212.0,113.0,69.0,98.0,49.0,24.0,APPROVED,1944.0
FL: JACKSONVILLE,01/04/2020 02:33:00,109.0,1235.0,707.0,213.0,114.0,70.0,96.0,50.0,24.0,APPROVED,1942.0
FL: JACKSONVILLE,01/04/2020 03:34:00,101.0,1240.0,708.0,215.0,112.0,70.0,96.0,48.0,23.0,APPROVED,1948.0
FL: JACKSONVILLE,01/04/2020 04:34:00,106.0,1243.0,717.0,215.0,117.0,69.0,99.0,48.0,24.0,APPROVED,1960.0
FL: JACKSONVILLE,01/04/2020 05:34:00,108.0,1250.0,718.0,217.0,118.0,71.0,100.0,50.0,23.0,APPROVED,1968.0
FL: JACKSONVILLE,01/04/2020 06:34:00,107.0,1259.0,727.0,218.0,118.0,72.0,99.0,50.0,24.0,APPROVED,1986.0
FL: JACKSONVILLE,01/04/2020 07:34:00,112.0,1265.0,740.0,217.0,122.0,73.0,100.0,50.0,25.0,APPROVED,2005.0
FL: JACKSONVILLE,01/04/2020 08:35:00,116.0,1262.0,740.0,219.0,123.0,74.0,103.0,52.0,24.0,APPROVED,2002.0
FL: JACKSONVILLE,01/04/2020 09:35:00,111.0,1245.0,725.0,218.0,117.0,72.0,100.0,49.0,25.0,APPROVED,1970.0
FL: JACKSONVILLE,01/04/2020 10:35:00,112.0,1237.0,712.0,213.0,114.0,71.0,98.0,46.0,24.0,APPROVED,1949.0
FL: JACKSONVILLE,01/04/2020 11:35:00,115.0,1231.0,707.0,216.0,115.0,68.0,95.0,48.0,23.0,APPROVED,1938.0
FL: JACKSONVILLE,01/04/2020 12:36:00,109.0,1236.0,720.0,218.0,116.0,71.0,98.0,50.0,24.0,APPROVED,1956.0
FL: JACKSONVILLE,01/04/2020 13:36:00,115.0,1286.0,768.0,222.0,124.0,74.0,102.0,52.0,24.0,APPROVED,2054.0
FL: JACKSONVILLE,01/04/2020 14:36:00,123.0,1331.0,784.0,233.0,131.0,78.0,106.0,53.0,25.0,APPROVED,2115.0
FL: JACKSONVILLE,01/04/2020 15:36:00,111.0,1266.0,746.0,223.0,121.0,73.0,102.0,49.0,24.0,APPROVED,2012.0
FL: JACKSONVILLE,01/04/2020 16:36:00,112.0,1232.0,719.0,219.0,116.0,72.0,98.0,50.0,24.0,APPROVED,1951.0
FL: JACKSONVILLE,01/04/2020 17:37:00,116.0,1250.0,715.0,217.0,114.0,71.0,97.0,48.0,23.0,APPROVED,1965.0
FL: JACKSONVILLE,01/04/2020 18:37:00,110.0,1260.0,718.0,216.0,115.0,73.0,97.0,49.0,22.0,APPROVED,1978.0
FL: JACKSONVILLE,01/04/2020 19:37:00,113.0,1222.0,693.0,212.0,109.0,68.0,96.0,48.0,22.0,APPROVED,1915.0
FL: JACKSONVILLE,01/04/2020 20:37:00,116.0,1230.0,697.0,211.0,110.0,68.0,96.0,47.0,23.0,APPROVED,1927.0
FL: JACKSONVILLE,01/04/2020 21:37:00,115.0,1228.0,702.0,212.0,113.0,70.0,96.0,47.0,23.0,APPROVED,1930.0
FL: JACKSONVILLE,01/04/2020 22:38:00,114.0,1250.0,715.0,215.0,111.0,70.0,94.0,46.0,24.0,APPROVED,1965.0
FL: JACKSONVILLE,01/04/2020 23:38:00,114.0,1246.0,715.0,218.0,113.0,70.0,98.0,49.0,23.0,APPROVED,1961.0
FL: JACKSONVILLE,01/05/2020 00:38:00,114.0,1259.0,738.0,222.0,120.0,74.0,100.0,50.0,24.0,APPROVED,1997.0
FL: JACKSONVILLE,01/05/2020 01:38:00,,1273.0,747.0,223.0,120.0,74.0,103.0,51.0,24.0,APPROVED,2020.0
FL: JACKSONVILLE,01/05/2020 02:39:00,,1268.0,748.0,229.0,118.0,72.0,105.0,52.0,24.0,APPROVED,2016.0
FL: JACKSONVILLE,01/05/2020 03:39:00,125.0,1255.0,723.0,226.0,117.0,72.0,102.0,49.0,23.0,APPROVED,1978.0
FL: JACKSONVILLE,01/05/2020 04:39:00,,1250.0,707.0,218.0,115.0,70.0,98.0,48.0,23.0,APPROVED,1957.0
FL: JACKSONVILLE,01/05/2020 05:39:00,123.0,1234.0,692.0,217.0,109.0,68.0,97.0,46.0,22.0,APPROVED,1926.0
FL: JACKSONVILLE,01/05/2020 06:39:00,,1222.0,684.0,216.0,107.0,69.0,98.0,46.0,21.0,APPROVED,1906.0
FL: JACKSONVILLE,01/05/2020 07:40:00,,1219.0,677.0,212.0,104.0,69.0,94.0,44.0,22.0,APPROVED,1896.0
FL: JACKSONVILLE,01/05/2020 08:40:00,125.0,1215.0,674.0,211.0,105.0,69.0,92.0,45.0,23.0,APPROVED,1889.0
FL: JACKSONVILLE,01/05/2020 09:40:00,,1213.0,674.0,213.0,105.0,69.0,95.0,45.0,22.0,APPROVED,1887.0
FL: JACKSONVILLE,01/05/2020 10:40:00,,1213.0,679.0,211.0,108.0,68.0,96.0,47.0,23.0,APPROVED,1892.0
FL: JACKSONVILLE,01/05/2020 11:40:00,,1222.0,684.0,214.0,105.0,68.0,95.0,46.0,21.0,APPROVED,1906.0
FL: JACKSONVILLE,01/05/2020 12:41:00,,1229.0,694.0,216.0,108.0,73.0,94.0,45.0,22.0,APPROVED,1923.0
FL: JACKSONVILLE,01/05/2020 13:41:00,,1239.0,705.0,219.0,111.0,72.0,97.0,48.0,22.0,APPROVED,1944.0
FL: JACKSONVILLE,01/05/2020 14:41:00,,1249.0,715.0,224.0,112.0,73.0,100.0,49.0,24.0,APPROVED,1964.0
FL: JACKSONVILLE,01/05/2020 15:41:00,,1244.0,721.0,227.0,113.0,72.0,99.0,49.0,24.0,APPROVED,1965.0
FL: JACKSONVILLE,01/05/2020 16:41:00,,1248.0,718.0,229.0,116.0,72.0,102.0,48.0,23.0,APPROVED,1966.0
FL: JACKSONVILLE,01/05/2020 17:42:00,,1242.0,717.0,223.0,112.0,73.0,102.0,48.0,23.0,APPROVED,1959.0
FL: JACKSONVILLE,01/05/2020 18:42:00,,1238.0,713.0,221.0,113.0,73.0,100.0,48.0,24.0,APPROVED,1951.0
FL: JACKSONVILLE,01/05/2020 19:42:00,,1239.0,712.0,223.0,115.0,70.0,97.0,47.0,24.0,APPROVED,1951.0
FL: JACKSONVILLE,01/05/2020 20:42:00,,1233.0,714.0,218.0,112.0,72.0,98.0,49.0,23.0,APPROVED,1947.0
FL: JACKSONVILLE,01/05/2020 21:43:00,122.0,1225.0,696.0,210.0,109.0,71.0,97.0,47.0,22.0,APPROVED,1921.0
FL: JACKSONVILLE,01/05/2020 22:43:00,123.0,1233.0,680.0,214.0,107.0,69.0,94.0,46.0,22.0,APPROVED,1913.0
FL: JACKSONVILLE,01/05/2020 23:43:00,,1200.0,670.0,210.0,104.0,67.0,94.0,47.0,22.0,APPROVED,1870.0
FL: JACKSONVILLE,01/06/2020 00:43:00,,1209.0,666.0,209.0,104.0,66.0,91.0,44.0,22.0,APPROVED,1875.0
FL: JACKSONVILLE,01/06/2020 01:43:00,,1200.0,666.0,212.0,101.0,69.0,93.0,44.0,22.0,APPROVED,1866.0
FL: JACKSONVILLE,01/06/2020 02:44:00,,1211.0,668.0,208.0,105.0,66.0,92.0,44.0,22.0,APPROVED,1879.0
FL: JACKSONVILLE,01/06/2020 03:44:00,,1222.0,677.0,213.0,104.0,68.0,93.0,45.0,22.0,APPROVED,1899.0
FL: JACKSONVILLE,01/06/2020 04:44:00,,1223.0,676.0,213.0,105.0,67.0,96.0,44.0,23.0,APPROVED,1899.0
FL: JACKSONVILLE,01/06/2020 05:44:00,,1227.0,687.0,215.0,105.0,71.0,95.0,46.0,24.0,APPROVED,1914.0
FL: JACKSONVILLE,01/06/2020 06:44:00,,1229.0,687.0,211.0,106.0,67.0,94.0,45.0,22.0,APPROVED,1916.0
FL: JACKSONVILLE,01/06/2020 07:45:00,,1235.0,692.0,214.0,107.0,70.0,96.0,47.0,22.0,APPROVED,1927.0
FL: JACKSONVILLE,01/06/2020 08:45:00,,1237.0,695.0,220.0,107.0,68.0,98.0,46.0,22.0,APPROVED,1932.0
FL: JACKSONVILLE,01/06/2020 09:45:00,,1232.0,702.0,213.0,106.0,70.0,96.0,46.0,23.0,APPROVED,1934.0
FL: JACKSONVILLE,01/06/2020 10:45:00,,1228.0,692.0,215.0,108.0,72.0,94.0,47.0,24.0,APPROVED,1920.0
FL: JACKSONVILLE,01/06/2020 11:45:00,,1229.0,702.0,220.0,109.0,72.0,98.0,47.0,22.0,APPROVED,1931.0
FL: JACKSONVILLE,01/06/2020 12:46:00,,1231.0,701.0,219.0,111.0,72.0,97.0,47.0,23.0,APPROVED,1932.0
FL: JACKSONVILLE,01/06/2020 13:46:00,,1238.0,701.0,221.0,109.0,72.0,98.0,47.0,23.0,APPROVED,1939.0
FL: JACKSONVILLE,01/06/2020 14:46:00,,1230.0,702.0,218.0,110.0,70.0,98.0,47.0,23.0,APPROVED,1932.0
FL: JACKSONVILLE,01/06/2020 15:46:00,,1225.0,702.0,218.0,110.0,69.0,97.0,48.0,23.0,APPROVED,1927.0
FL: JACKSONVILLE,01/06/2020 16:47:00,,1225.0,698.0,217.0,108.0,71.0,99.0,46.0,22.0,APPROVED,1923.0
FL: JACKSONVILLE,01/06/2020 17:47:00,117.0,1235.0,713.0,218.0,111.0,70.0,97.0,48.0,22.0,APPROVED,1948.0
FL: JACKSONVILLE,01/06/2020 18:47:00,115.0,1254.0,726.0,221.0,117.0,70.0,99.0,49.0,24.0,APPROVED,1980.0
FL: JACKSONVILLE,01/06/2020 19:47:00,116.0,1262.0,736.0,222.0,118.0,75.0,99.0,51.0,24.0,APPROVED,1998.0
FL: JACKSONVILLE,01/06/2020 20:47:00,109.0,1267.0,737.0,224.0,121.0,72.0,101.0,51.0,25.0,APPROVED,2004.0
FL: JACKSONVILLE,01/06/2020 21:48:00,109.0,1264.0,738.0,225.0,117.0,72.0,100.0,49.0,23.0,APPROVED,2002.0
FL: JACKSONVILLE,01/06/2020 22:48:00,113.0,1253.0,720.0,219.0,112.0,73.0,97.0,48.0,23.0,APPROVED,1973.0
FL: JACKSONVILLE,01/06/2020 23:48:00,114.0,1245.0,710.0,220.0,112.0,69.0,97.0,48.0,23.0,APPROVED,1955.0
FL: JACKSONVILLE,01/07/2020 00:48:00,,1237.0,695.0,217.0,108.0,68.0,96.0,48.0,23.0,APPROVED,1932.0
FL: JACKSONVILLE,01/07/2020 01:48:00,122.0,1228.0,696.0,216.0,105.0,71.0,96.0,46.0,23.0,APPROVED,1924.0
FL: JACKSONVILLE,01/07/2020 02:49:00,,1234.0,690.0,217.0,109.0,70.0,97.0,48.0,24.0,APPROVED,1924.0
FL: JACKSONVILLE,01/07/2020 03:49:00,,1220.0,687.0,213.0,106.0,69.0,95.0,47.0,22.0,APPROVED,1907.0
FL: JACKSONVILLE,01/07/2020 04:49:00,,1213.0,681.0,210.0,103.0,69.0,95.0,45.0,22.0,APPROVED,1894.0
FL: JACKSONVILLE,01/07/2020 06:50:00,,1247.0,690.0,215.0,105.0,68.0,96.0,46.0,22.0,APPROVED,1937.0
FL: JACKSONVILLE,01/07/2020 07:50:00,,1259.0,702.0,221.0,109.0,69.0,97.0,45.0,23.0,APPROVED,1961.0
FL: JACKSONVILLE,01/07/2020 08:50:00,,1258.0,715.0,226.0,111.0,69.0,100.0,48.0,22.0,APPROVED,1973.0
FL: JACKSONVILLE,01/07/2020 09:50:00,,1251.0,715.0,224.0,112.0,73.0,98.0,50.0,23.0,APPROVED,1966.0
FL: JACKSONVILLE,01/07/2020 10:50:00,,1239.0,702.0,222.0,112.0,70.0,99.0,49.0,22.0,APPROVED,1941.0
FL: JACKSONVILLE,01/07/2020 11:51:00,,1242.0,708.0,225.0,112.0,72.0,100.0,47.0,22.0,APPROVED,1950.0
FL: JACKSONVILLE,01/07/2020 12:51:00,,1234.0,701.0,223.0,110.0,74.0,99.0,48.0,23.0,APPROVED,1935.0
FL: JACKSONVILLE,01/07/2020 13:51:00,,1226.0,707.0,219.0,111.0,70.0,99.0,48.0,23.0,APPROVED,1933.0
FL: JACKSONVILLE,01/07/2020 14:51:00,,1231.0,703.0,219.0,108.0,70.0,98.0,47.0,22.0,APPROVED,1934.0
FL: JACKSONVILLE,01/07/2020 15:41:00,,1235.0,701.0,221.0,109.0,70.0,99.0,47.0,23.0,APPROVED,1936.0
FL: JACKSONVILLE,01/07/2020 16:47:00,,1196.0,666.0,204.0,99.0,68.0,85.0,43.0,22.0,APPROVED,1862.0
FL: JACKSONVILLE,01/07/2020 17:47:00,,1205.0,674.0,203.0,102.0,68.0,92.0,45.0,22.0,APPROVED,1879.0
FL: JACKSONVILLE,01/07/2020 18:47:00,,1221.0,688.0,209.0,104.0,65.0,93.0,46.0,23.0,APPROVED,1909.0
FL: JACKSONVILLE,01/07/2020 19:47:00,,1223.0,692.0,209.0,108.0,67.0,93.0,47.0,22.0,APPROVED,1915.0
FL: JACKSONVILLE,01/07/2020 20:48:00,115.0,1225.0,688.0,209.0,105.0,68.0,96.0,46.0,22.0,APPROVED,1913.0
FL: JACKSONVILLE,01/07/2020 21:48:00,123.0,1236.0,699.0,207.0,107.0,68.0,94.0,47.0,22.0,APPROVED,1935.0
FL: JACKSONVILLE,01/07/2020 22:48:00,122.0,1255.0,709.0,217.0,108.0,68.0,96.0,48.0,24.0,APPROVED,1964.0
FL: JACKSONVILLE,01/07/2020 23:48:00,119.0,1266.0,723.0,216.0,115.0,70.0,98.0,49.0,24.0,APPROVED,1989.0
FL: JACKSONVILLE,01/08/2020 00:48:00,123.0,1272.0,724.0,214.0,114.0,70.0,99.0,50.0,24.0,APPROVED,1996.0
FL: JACKSONVILLE,01/08/2020 01:49:00,123.0,1255.0,696.0,214.0,110.0,68.0,98.0,48.0,23.0,APPROVED,1951.0
FL: JACKSONVILLE,01/08/2020 02:49:00,120.0,1233.0,690.0,212.0,107.0,71.0,98.0,45.0,22.0,APPROVED,1923.0
FL: JACKSONVILLE,01/08/2020 03:49:00,,1241.0,684.0,210.0,106.0,69.0,95.0,45.0,22.0,APPROVED,1925.0
FL: JACKSONVILLE,01/08/2020 04:49:00,,1222.0,678.0,209.0,103.0,68.0,95.0,46.0,22.0,APPROVED,1900.0
FL: JACKSONVILLE,01/08/2020 05:50:00,,1221.0,675.0,211.0,102.0,70.0,92.0,44.0,21.0,APPROVED,1896.0
FL: JACKSONVILLE,01/08/2020 06:50:00,,1223.0,677.0,208.0,106.0,69.0,92.0,44.0,23.0,APPROVED,1900.0
FL: JACKSONVILLE,01/08/2020 07:50:00,,1228.0,678.0,211.0,104.0,69.0,93.0,45.0,22.0,APPROVED,1906.0
FL: JACKSONVILLE,01/08/2020 08:50:00,,1221.0,678.0,209.0,103.0,66.0,92.0,44.0,21.0,APPROVED,1899.0
FL: JACKSONVILLE,01/08/2020 09:50:00,,1225.0,681.0,209.0,104.0,67.0,92.0,43.0,22.0,APPROVED,1906.0
FL: JACKSONVILLE,01/08/2020 10:51:00,,1227.0,676.0,210.0,107.0,69.0,94.0,45.0,22.0,APPROVED,1903.0
FL: JACKSONVILLE,01/08/2020 11:51:00,,1223.0,687.0,210.0,107.0,68.0,94.0,46.0,21.0,APPROVED,1910.0
FL: JACKSONVILLE,01/08/2020 12:51:00,,1218.0,675.0,209.0,108.0,69.0,95.0,46.0,22.0,APPROVED,1893.0
FL: JACKSONVILLE,01/08/2020 13:51:00,,1227.0,685.0,207.0,105.0,69.0,93.0,47.0,23.0,APPROVED,1912.0
FL: JACKSONVILLE,01/08/2020 14:51:00,,1222.0,677.0,208.0,103.0,67.0,92.0,46.0,23.0,APPROVED,1899.0
FL: JACKSONVILLE,01/08/2020 15:52:00,,1225.0,675.0,210.0,104.0,66.0,95.0,44.0,22.0,APPROVED,1900.0
FL: JACKSONVILLE,01/08/2020 16:52:00,,1223.0,677.0,209.0,102.0,70.0,97.0,44.0,22.0,APPROVED,1900.0
FL: JACKSONVILLE,01/08/2020 17:52:00,,1221.0,682.0,211.0,103.0,66.0,94.0,45.0,23.0,APPROVED,1903.0
FL: JACKSONVILLE,01/08/2020 18:52:00,119.0,1217.0,671.0,208.0,102.0,68.0,95.0,46.0,22.0,APPROVED,1888.0
FL: JACKSONVILLE,01/08/2020 19:53:00,,1207.0,678.0,205.0,104.0,65.0,91.0,45.0,23.0,APPROVED,1885.0
FL: JACKSONVILLE,01/08/2020 20:53:00,125.0,1209.0,669.0,207.0,102.0,66.0,91.0,45.0,23.0,APPROVED,1878.0
FL: JACKSONVILLE,01/08/2020 21:53:00,115.0,1207.0,671.0,206.0,103.0,66.0,92.0,45.0,22.0,APPROVED,1878.0
