LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS,SUM OF COUNT RATE R02 AND R03 (CPM)
FL: JACKSONVILLE,07/23/2020 23:45:00,34.0,1153.0,610.0,191.0,96.0,67.0,75.0,43.0,21.0,APPROVED,1763.0
FL: JACKSONVILLE,07/24/2020 00:45:00,34.0,1144.0,603.0,190.0,98.0,68.0,75.0,40.0,22.0,APPROVED,1747.0
FL: JACKSONVILLE,07/24/2020 01:46:00,34.0,1147.0,603.0,188.0,98.0,67.0,73.0,42.0,23.0,APPROVED,1750.0
FL: JACKSONVILLE,07/24/2020 02:46:00,33.0,1145.0,604.0,192.0,97.0,69.0,74.0,42.0,22.0,APPROVED,1749.0
FL: JACKSONVILLE,07/24/2020 03:46:00,33.0,1147.0,603.0,186.0,98.0,68.0,76.0,42.0,22.0,APPROVED,1750.0
FL: JACKSONVILLE,07/24/2020 04:46:00,34.0,1150.0,606.0,192.0,99.0,69.0,74.0,41.0,22.0,APPROVED,1756.0
FL: JACKSONVILLE,07/24/2020 05:46:00,34.0,1157.0,605.0,190.0,98.0,69.0,76.0,42.0,23.0,APPROVED,1762.0
FL: JACKSONVILLE,07/24/2020 06:47:00,36.0,1159.0,608.0,192.0,99.0,71.0,75.0,43.0,22.0,APPROVED,1767.0
FL: JACKSONVILLE,07/24/2020 07:47:00,33.0,1152.0,616.0,191.0,98.0,68.0,77.0,41.0,22.0,APPROVED,1768.0
FL: JACKSONVILLE,07/24/2020 08:47:00,35.0,1163.0,617.0,190.0,98.0,70.0,79.0,41.0,23.0,APPROVED,1780.0
FL: JACKSONVILLE,07/24/2020 09:47:00,35.0,1163.0,620.0,196.0,98.0,68.0,76.0,43.0,22.0,APPROVED,1783.0
FL: JACKSONVILLE,07/24/2020 10:47:00,35.0,1157.0,620.0,192.0,101.0,71.0,78.0,42.0,22.0,APPROVED,1777.0
FL: JACKSONVILLE,07/24/2020 11:48:00,34.0,1158.0,615.0,197.0,101.0,69.0,79.0,43.0,23.0,APPROVED,1773.0
FL: JACKSONVILLE,07/24/2020 12:48:00,34.0,1161.0,613.0,195.0,100.0,69.0,77.0,43.0,22.0,APPROVED,1774.0
FL: JACKSONVILLE,07/24/2020 13:48:00,34.0,1154.0,614.0,191.0,101.0,68.0,77.0,42.0,22.0,APPROVED,1768.0
FL: JACKSONVILLE,07/24/2020 14:48:00,33.0,1154.0,609.0,192.0,99.0,68.0,76.0,44.0,23.0,APPROVED,1763.0
FL: JACKSONVILLE,07/24/2020 15:48:00,33.0,1150.0,613.0,189.0,100.0,69.0,76.0,41.0,22.0,APPROVED,1763.0
FL: JACKSONVILLE,07/24/2020 16:49:00,34.0,1159.0,612.0,191.0,98.0,69.0,75.0,44.0,23.0,APPROVED,1771.0
FL: JACKSONVILLE,07/24/2020 17:49:00,34.0,1157.0,613.0,191.0,100.0,67.0,77.0,42.0,22.0,APPROVED,1770.0
FL: JACKSONVILLE,07/24/2020 18:49:00,33.0,1149.0,616.0,189.0,99.0,68.0,76.0,43.0,24.0,APPROVED,1765.0
FL: JACKSONVILLE,07/24/2020 19:49:00,35.0,1154.0,620.0,192.0,101.0,65.0,79.0,43.0,23.0,APPROVED,1774.0
FL: JACKSONVILLE,07/24/2020 20:50:00,33.0,1153.0,619.0,192.0,97.0,65.0,79.0,43.0,22.0,APPROVED,1772.0
FL: JACKSONVILLE,07/24/2020 21:50:00,34.0,1153.0,614.0,191.0,99.0,67.0,77.0,43.0,22.0,APPROVED,1767.0
FL: JACKSONVILLE,07/24/2020 22:50:00,35.0,1156.0,617.0,189.0,97.0,68.0,77.0,42.0,22.0,APPROVED,1773.0
FL: JACKSONVILLE,07/24/2020 23:50:00,33.0,1155.0,618.0,191.0,97.0,67.0,78.0,42.0,22.0,APPROVED,1773.0
FL: JACKSONVILLE,07/25/2020 00:50:00,34.0,1154.0,604.0,187.0,98.0,67.0,75.0,43.0,22.0,APPROVED,1758.0
FL: JACKSONVILLE,07/25/2020 01:51:00,33.0,1160.0,609.0,190.0,97.0,67.0,75.0,43.0,23.0,APPROVED,1769.0
FL: JACKSONVILLE,07/25/2020 02:51:00,34.0,1143.0,604.0,190.0,95.0,67.0,75.0,41.0,22.0,APPROVED,1747.0
FL: JACKSONVILLE,07/25/2020 03:51:00,34.0,1148.0,604.0,187.0,97.0,69.0,74.0,41.0,24.0,APPROVED,1752.0
FL: JACKSONVILLE,07/25/2020 04:51:00,35.0,1151.0,605.0,191.0,98.0,68.0,76.0,41.0,22.0,APPROVED,1756.0
FL: JACKSONVILLE,07/25/2020 05:51:00,34.0,1153.0,605.0,194.0,96.0,69.0,78.0,42.0,23.0,APPROVED,1758.0
FL: JACKSONVILLE,07/25/2020 07:52:00,33.0,1150.0,603.0,187.0,98.0,69.0,74.0,42.0,22.0,APPROVED,1753.0
FL: JACKSONVILLE,07/25/2020 08:52:00,35.0,1156.0,602.0,191.0,98.0,68.0,77.0,41.0,21.0,APPROVED,1758.0
FL: JACKSONVILLE,07/25/2020 09:52:00,37.0,1162.0,604.0,190.0,97.0,68.0,75.0,42.0,23.0,APPROVED,1766.0
FL: JACKSONVILLE,07/25/2020 10:52:00,36.0,1159.0,609.0,192.0,99.0,68.0,76.0,42.0,23.0,APPROVED,1768.0
FL: JACKSONVILLE,07/25/2020 11:53:00,34.0,1159.0,610.0,194.0,98.0,70.0,76.0,41.0,23.0,APPROVED,1769.0
FL: JACKSONVILLE,07/25/2020 12:53:00,34.0,1157.0,617.0,193.0,100.0,67.0,77.0,43.0,23.0,APPROVED,1774.0
FL: JACKSONVILLE,07/25/2020 13:53:00,34.0,1163.0,608.0,191.0,100.0,69.0,76.0,42.0,22.0,APPROVED,1771.0
FL: JACKSONVILLE,07/25/2020 14:53:00,35.0,1156.0,613.0,191.0,98.0,69.0,78.0,43.0,22.0,APPROVED,1769.0
FL: JACKSONVILLE,07/25/2020 15:53:00,34.0,1150.0,610.0,188.0,98.0,68.0,77.0,43.0,22.0,APPROVED,1760.0
FL: JACKSONVILLE,07/25/2020 16:54:00,33.0,1152.0,604.0,193.0,97.0,67.0,77.0,43.0,23.0,APPROVED,1756.0
FL: JACKSONVILLE,07/25/2020 17:54:00,34.0,1151.0,617.0,189.0,101.0,68.0,75.0,43.0,23.0,APPROVED,1768.0
FL: JACKSONVILLE,07/25/2020 18:54:00,36.0,1151.0,615.0,190.0,98.0,67.0,77.0,42.0,23.0,APPROVED,1766.0
FL: JACKSONVILLE,07/25/2020 19:54:00,33.0,1156.0,614.0,193.0,98.0,68.0,77.0,44.0,23.0,APPROVED,1770.0
FL: JACKSONVILLE,07/25/2020 20:55:00,35.0,1151.0,614.0,193.0,97.0,66.0,76.0,43.0,23.0,APPROVED,1765.0
FL: JACKSONVILLE,07/25/2020 21:55:00,34.0,1152.0,613.0,191.0,100.0,68.0,76.0,43.0,23.0,APPROVED,1765.0
FL: JACKSONVILLE,07/25/2020 22:55:00,35.0,1159.0,613.0,190.0,100.0,66.0,76.0,42.0,23.0,APPROVED,1772.0
FL: JACKSONVILLE,07/25/2020 23:55:00,35.0,1151.0,609.0,195.0,99.0,67.0,76.0,42.0,23.0,APPROVED,1760.0
FL: JACKSONVILLE,07/26/2020 00:55:00,34.0,1155.0,604.0,190.0,97.0,65.0,77.0,44.0,22.0,APPROVED,1759.0
FL: JACKSONVILLE,07/26/2020 01:56:00,34.0,1154.0,607.0,190.0,98.0,69.0,76.0,41.0,22.0,APPROVED,1761.0
FL: JACKSONVILLE,07/26/2020 02:56:00,33.0,1151.0,604.0,191.0,97.0,69.0,76.0,41.0,22.0,APPROVED,1755.0
FL: JACKSONVILLE,07/26/2020 03:56:00,34.0,1153.0,608.0,189.0,99.0,68.0,75.0,42.0,21.0,APPROVED,1761.0
FL: JACKSONVILLE,07/26/2020 04:56:00,33.0,1165.0,610.0,189.0,98.0,68.0,76.0,42.0,21.0,APPROVED,1775.0
FL: JACKSONVILLE,07/26/2020 05:56:00,34.0,1157.0,606.0,190.0,99.0,69.0,73.0,40.0,21.0,APPROVED,1763.0
FL: JACKSONVILLE,07/26/2020 06:57:00,33.0,1153.0,612.0,190.0,97.0,69.0,76.0,41.0,21.0,APPROVED,1765.0
FL: JACKSONVILLE,07/26/2020 07:57:00,34.0,1156.0,614.0,187.0,100.0,67.0,75.0,42.0,22.0,APPROVED,1770.0
FL: JACKSONVILLE,07/26/2020 08:57:00,34.0,1161.0,619.0,192.0,101.0,69.0,78.0,43.0,22.0,APPROVED,1780.0
FL: JACKSONVILLE,07/26/2020 09:57:00,33.0,1156.0,608.0,195.0,99.0,69.0,77.0,42.0,22.0,APPROVED,1764.0
FL: JACKSONVILLE,07/26/2020 10:57:00,33.0,1162.0,620.0,192.0,100.0,70.0,77.0,42.0,22.0,APPROVED,1782.0
FL: JACKSONVILLE,07/26/2020 11:58:00,33.0,1160.0,620.0,193.0,100.0,69.0,75.0,42.0,23.0,APPROVED,1780.0
FL: JACKSONVILLE,07/26/2020 12:58:00,33.0,1157.0,620.0,194.0,100.0,71.0,76.0,43.0,24.0,APPROVED,1777.0
FL: JACKSONVILLE,07/26/2020 14:58:00,33.0,1153.0,611.0,193.0,97.0,68.0,76.0,43.0,22.0,APPROVED,1764.0
FL: JACKSONVILLE,07/26/2020 15:59:00,34.0,1158.0,613.0,189.0,97.0,67.0,78.0,43.0,23.0,APPROVED,1771.0
FL: JACKSONVILLE,07/26/2020 16:59:00,35.0,1150.0,610.0,191.0,98.0,68.0,77.0,43.0,22.0,APPROVED,1760.0
FL: JACKSONVILLE,07/26/2020 17:59:00,34.0,1161.0,618.0,190.0,99.0,68.0,77.0,44.0,22.0,APPROVED,1779.0
FL: JACKSONVILLE,07/26/2020 18:59:00,33.0,1158.0,622.0,191.0,100.0,67.0,78.0,45.0,23.0,APPROVED,1780.0
FL: JACKSONVILLE,07/26/2020 19:59:00,33.0,1153.0,612.0,188.0,96.0,67.0,77.0,41.0,22.0,APPROVED,1765.0
FL: JACKSONVILLE,07/26/2020 21:00:00,33.0,1168.0,612.0,189.0,101.0,67.0,78.0,42.0,22.0,APPROVED,1780.0
FL: JACKSONVILLE,07/26/2020 22:00:00,34.0,1161.0,615.0,191.0,98.0,66.0,76.0,43.0,23.0,APPROVED,1776.0
FL: JACKSONVILLE,07/26/2020 23:00:00,33.0,1155.0,613.0,191.0,96.0,66.0,75.0,42.0,21.0,APPROVED,1768.0
FL: JACKSONVILLE,07/27/2020 00:00:00,33.0,1156.0,608.0,190.0,98.0,68.0,76.0,41.0,23.0,APPROVED,1764.0
FL: JACKSONVILLE,07/27/2020 01:00:00,34.0,1159.0,608.0,192.0,97.0,70.0,75.0,44.0,22.0,APPROVED,1767.0
FL: JACKSONVILLE,07/27/2020 02:01:00,36.0,1158.0,613.0,192.0,99.0,68.0,74.0,42.0,22.0,APPROVED,1771.0
FL: JACKSONVILLE,07/27/2020 03:01:00,35.0,1158.0,608.0,194.0,96.0,67.0,75.0,42.0,22.0,APPROVED,1766.0
FL: JACKSONVILLE,07/27/2020 04:01:00,34.0,1155.0,610.0,194.0,97.0,68.0,77.0,41.0,22.0,APPROVED,1765.0
FL: JACKSONVILLE,07/27/2020 05:01:00,34.0,1164.0,607.0,191.0,99.0,68.0,77.0,41.0,23.0,APPROVED,1771.0
FL: JACKSONVILLE,07/27/2020 06:01:00,34.0,1167.0,612.0,194.0,98.0,69.0,73.0,41.0,22.0,APPROVED,1779.0
FL: JACKSONVILLE,07/27/2020 07:02:00,34.0,1163.0,616.0,191.0,98.0,70.0,74.0,43.0,22.0,APPROVED,1779.0
FL: JACKSONVILLE,07/27/2020 08:02:00,34.0,1160.0,613.0,190.0,99.0,68.0,75.0,42.0,22.0,APPROVED,1773.0
FL: JACKSONVILLE,07/27/2020 09:02:00,35.0,1156.0,610.0,194.0,99.0,71.0,77.0,42.0,22.0,APPROVED,1766.0
FL: JACKSONVILLE,07/27/2020 10:02:00,34.0,1160.0,612.0,191.0,100.0,69.0,75.0,42.0,22.0,APPROVED,1772.0
FL: JACKSONVILLE,07/27/2020 11:03:00,34.0,1153.0,613.0,191.0,100.0,69.0,73.0,43.0,23.0,APPROVED,1766.0
FL: JACKSONVILLE,07/27/2020 12:03:00,35.0,1172.0,614.0,193.0,102.0,67.0,75.0,43.0,22.0,APPROVED,1786.0
FL: JACKSONVILLE,07/27/2020 13:03:00,35.0,1180.0,626.0,197.0,102.0,70.0,78.0,43.0,23.0,APPROVED,1806.0
FL: JACKSONVILLE,07/27/2020 14:03:00,34.0,1179.0,632.0,199.0,102.0,69.0,79.0,42.0,22.0,APPROVED,1811.0
FL: JACKSONVILLE,07/27/2020 15:03:00,35.0,1190.0,637.0,199.0,102.0,70.0,80.0,44.0,22.0,APPROVED,1827.0
FL: JACKSONVILLE,07/27/2020 16:04:00,35.0,1185.0,647.0,199.0,104.0,70.0,80.0,46.0,24.0,APPROVED,1832.0
FL: JACKSONVILLE,07/27/2020 17:04:00,33.0,1191.0,639.0,197.0,104.0,70.0,81.0,44.0,23.0,APPROVED,1830.0
FL: JACKSONVILLE,07/27/2020 18:04:00,33.0,1182.0,638.0,197.0,100.0,69.0,80.0,44.0,23.0,APPROVED,1820.0
FL: JACKSONVILLE,07/27/2020 19:04:00,38.0,1195.0,639.0,197.0,101.0,67.0,77.0,46.0,23.0,APPROVED,1834.0
FL: JACKSONVILLE,07/27/2020 20:04:00,34.0,1182.0,633.0,198.0,104.0,71.0,81.0,43.0,23.0,APPROVED,1815.0
FL: JACKSONVILLE,07/27/2020 21:05:00,37.0,1236.0,684.0,209.0,106.0,71.0,81.0,45.0,23.0,APPROVED,1920.0
FL: JACKSONVILLE,07/27/2020 22:05:00,43.0,1461.0,851.0,254.0,133.0,86.0,101.0,54.0,25.0,APPROVED,2312.0
FL: JACKSONVILLE,07/27/2020 23:05:00,49.0,1507.0,896.0,275.0,146.0,90.0,111.0,58.0,27.0,APPROVED,2403.0
FL: JACKSONVILLE,07/28/2020 00:05:00,44.0,1339.0,756.0,241.0,124.0,82.0,98.0,52.0,26.0,APPROVED,2095.0
FL: JACKSONVILLE,07/28/2020 01:05:00,37.0,1221.0,663.0,208.0,109.0,73.0,83.0,46.0,23.0,APPROVED,1884.0
FL: JACKSONVILLE,07/28/2020 02:06:00,34.0,1196.0,635.0,201.0,101.0,69.0,79.0,43.0,22.0,APPROVED,1831.0
FL: JACKSONVILLE,07/28/2020 03:06:00,36.0,1183.0,635.0,198.0,104.0,71.0,78.0,43.0,23.0,APPROVED,1818.0
FL: JACKSONVILLE,07/28/2020 04:06:00,35.0,1187.0,630.0,202.0,103.0,70.0,78.0,43.0,22.0,APPROVED,1817.0
FL: JACKSONVILLE,07/28/2020 05:06:00,35.0,1183.0,629.0,196.0,103.0,70.0,80.0,43.0,22.0,APPROVED,1812.0
FL: JACKSONVILLE,07/28/2020 06:07:00,36.0,1195.0,635.0,199.0,103.0,71.0,80.0,43.0,22.0,APPROVED,1830.0
FL: JACKSONVILLE,07/28/2020 07:07:00,35.0,1194.0,634.0,198.0,101.0,72.0,79.0,44.0,23.0,APPROVED,1828.0
FL: JACKSONVILLE,07/28/2020 08:07:00,34.0,1207.0,642.0,203.0,107.0,73.0,80.0,44.0,23.0,APPROVED,1849.0
FL: JACKSONVILLE,07/28/2020 09:07:00,34.0,1232.0,669.0,206.0,109.0,73.0,82.0,45.0,24.0,APPROVED,1901.0
FL: JACKSONVILLE,07/28/2020 10:07:00,35.0,1234.0,671.0,209.0,111.0,73.0,84.0,45.0,24.0,APPROVED,1905.0
FL: JACKSONVILLE,07/28/2020 11:08:00,36.0,1245.0,676.0,210.0,112.0,76.0,88.0,47.0,23.0,APPROVED,1921.0
FL: JACKSONVILLE,07/28/2020 12:08:00,37.0,1245.0,692.0,212.0,114.0,76.0,87.0,45.0,23.0,APPROVED,1937.0
FL: JACKSONVILLE,07/28/2020 13:08:00,36.0,1238.0,685.0,219.0,115.0,76.0,89.0,47.0,24.0,APPROVED,1923.0
FL: JACKSONVILLE,07/28/2020 14:08:00,37.0,1213.0,664.0,207.0,108.0,71.0,84.0,44.0,23.0,APPROVED,1877.0
FL: JACKSONVILLE,07/28/2020 15:08:00,35.0,1195.0,644.0,202.0,107.0,70.0,79.0,45.0,25.0,APPROVED,1839.0
FL: JACKSONVILLE,07/28/2020 16:19:00,34.0,1166.0,620.0,193.0,100.0,69.0,75.0,44.0,22.0,APPROVED,1786.0
FL: JACKSONVILLE,07/28/2020 17:19:00,36.0,1165.0,630.0,194.0,104.0,69.0,78.0,44.0,23.0,APPROVED,1795.0
FL: JACKSONVILLE,07/28/2020 18:19:00,34.0,1173.0,629.0,195.0,102.0,69.0,79.0,45.0,23.0,APPROVED,1802.0
FL: JACKSONVILLE,07/28/2020 19:19:00,32.0,1167.0,634.0,195.0,100.0,68.0,79.0,46.0,24.0,APPROVED,1801.0
FL: JACKSONVILLE,07/28/2020 20:20:00,35.0,1156.0,620.0,193.0,102.0,67.0,80.0,43.0,23.0,APPROVED,1776.0
FL: JACKSONVILLE,07/28/2020 21:20:00,33.0,1169.0,622.0,196.0,100.0,66.0,77.0,44.0,23.0,APPROVED,1791.0
FL: JACKSONVILLE,07/28/2020 22:20:00,36.0,1225.0,670.0,203.0,108.0,73.0,81.0,46.0,23.0,APPROVED,1895.0
FL: JACKSONVILLE,07/28/2020 23:20:00,36.0,1264.0,697.0,218.0,112.0,73.0,85.0,48.0,25.0,APPROVED,1961.0
FL: JACKSONVILLE,07/29/2020 00:20:00,39.0,1259.0,687.0,215.0,112.0,74.0,83.0,46.0,24.0,APPROVED,1946.0
FL: JACKSONVILLE,07/29/2020 01:21:00,35.0,1196.0,649.0,206.0,106.0,74.0,81.0,43.0,23.0,APPROVED,1845.0
FL: JACKSONVILLE,07/29/2020 02:21:00,34.0,1165.0,612.0,196.0,99.0,70.0,77.0,41.0,22.0,APPROVED,1777.0
FL: JACKSONVILLE,07/29/2020 03:21:00,37.0,1162.0,616.0,192.0,100.0,71.0,75.0,43.0,23.0,APPROVED,1778.0
FL: JACKSONVILLE,07/29/2020 04:21:00,35.0,1191.0,625.0,194.0,101.0,70.0,76.0,42.0,22.0,APPROVED,1816.0
FL: JACKSONVILLE,07/29/2020 05:21:00,37.0,1194.0,646.0,201.0,103.0,72.0,79.0,44.0,23.0,APPROVED,1840.0
FL: JACKSONVILLE,07/29/2020 06:22:00,36.0,1193.0,646.0,202.0,107.0,72.0,82.0,43.0,23.0,APPROVED,1839.0
FL: JACKSONVILLE,07/29/2020 07:22:00,34.0,1202.0,646.0,204.0,107.0,74.0,82.0,44.0,24.0,APPROVED,1848.0
FL: JACKSONVILLE,07/29/2020 08:22:00,38.0,1210.0,659.0,208.0,106.0,73.0,82.0,46.0,22.0,APPROVED,1869.0
FL: JACKSONVILLE,07/29/2020 09:22:00,35.0,1211.0,660.0,206.0,108.0,75.0,84.0,46.0,23.0,APPROVED,1871.0
FL: JACKSONVILLE,07/29/2020 10:22:00,35.0,1216.0,672.0,210.0,111.0,74.0,82.0,48.0,23.0,APPROVED,1888.0
FL: JACKSONVILLE,07/29/2020 11:23:00,35.0,1208.0,666.0,208.0,113.0,74.0,83.0,46.0,24.0,APPROVED,1874.0
FL: JACKSONVILLE,07/29/2020 12:23:00,34.0,1190.0,658.0,207.0,110.0,73.0,81.0,46.0,23.0,APPROVED,1848.0
FL: JACKSONVILLE,07/29/2020 13:23:00,34.0,1183.0,639.0,202.0,110.0,73.0,80.0,46.0,24.0,APPROVED,1822.0
FL: JACKSONVILLE,07/29/2020 14:23:00,35.0,1192.0,646.0,204.0,107.0,72.0,83.0,47.0,21.0,APPROVED,1838.0
FL: JACKSONVILLE,07/29/2020 15:24:00,33.0,1197.0,649.0,203.0,108.0,73.0,82.0,45.0,23.0,APPROVED,1846.0
FL: JACKSONVILLE,07/29/2020 16:24:00,35.0,1199.0,660.0,203.0,109.0,74.0,83.0,46.0,22.0,APPROVED,1859.0
FL: JACKSONVILLE,07/29/2020 17:24:00,35.0,1200.0,657.0,204.0,107.0,73.0,84.0,45.0,24.0,APPROVED,1857.0
FL: JACKSONVILLE,07/29/2020 18:24:00,35.0,1222.0,676.0,207.0,113.0,71.0,83.0,46.0,24.0,APPROVED,1898.0
FL: JACKSONVILLE,07/29/2020 19:24:00,38.0,1257.0,690.0,212.0,114.0,76.0,84.0,47.0,23.0,APPROVED,1947.0
FL: JACKSONVILLE,07/29/2020 20:25:00,37.0,1189.0,644.0,205.0,104.0,71.0,79.0,44.0,22.0,APPROVED,1833.0
FL: JACKSONVILLE,07/29/2020 21:25:00,34.0,1173.0,626.0,200.0,102.0,73.0,78.0,42.0,22.0,APPROVED,1799.0
FL: JACKSONVILLE,07/29/2020 22:25:00,35.0,1158.0,615.0,194.0,101.0,69.0,77.0,42.0,23.0,APPROVED,1773.0
FL: JACKSONVILLE,07/29/2020 23:25:00,33.0,1144.0,605.0,191.0,97.0,69.0,78.0,42.0,22.0,APPROVED,1749.0
FL: JACKSONVILLE,07/30/2020 00:25:00,37.0,1148.0,617.0,190.0,99.0,67.0,77.0,42.0,22.0,APPROVED,1765.0
FL: JACKSONVILLE,07/30/2020 01:26:00,33.0,1155.0,616.0,191.0,97.0,71.0,75.0,44.0,22.0,APPROVED,1771.0
FL: JACKSONVILLE,07/30/2020 02:26:00,36.0,1156.0,613.0,193.0,100.0,68.0,76.0,42.0,22.0,APPROVED,1769.0
FL: JACKSONVILLE,07/30/2020 03:26:00,34.0,1161.0,617.0,192.0,100.0,69.0,79.0,41.0,22.0,APPROVED,1778.0
FL: JACKSONVILLE,07/30/2020 04:26:00,34.0,1159.0,617.0,193.0,100.0,68.0,76.0,45.0,23.0,APPROVED,1776.0
FL: JACKSONVILLE,07/30/2020 05:26:00,35.0,1172.0,625.0,195.0,100.0,72.0,77.0,43.0,23.0,APPROVED,1797.0
FL: JACKSONVILLE,07/30/2020 06:27:00,34.0,1186.0,634.0,197.0,105.0,71.0,76.0,44.0,22.0,APPROVED,1820.0
FL: JACKSONVILLE,07/30/2020 07:27:00,36.0,1181.0,636.0,201.0,103.0,71.0,80.0,45.0,23.0,APPROVED,1817.0
FL: JACKSONVILLE,07/30/2020 08:27:00,35.0,1179.0,642.0,200.0,102.0,72.0,80.0,44.0,23.0,APPROVED,1821.0
FL: JACKSONVILLE,07/30/2020 09:27:00,36.0,1184.0,643.0,201.0,106.0,71.0,81.0,44.0,23.0,APPROVED,1827.0
FL: JACKSONVILLE,07/30/2020 10:28:00,36.0,1194.0,652.0,204.0,106.0,70.0,82.0,43.0,23.0,APPROVED,1846.0
FL: JACKSONVILLE,07/30/2020 11:28:00,36.0,1198.0,651.0,203.0,106.0,72.0,81.0,44.0,22.0,APPROVED,1849.0
FL: JACKSONVILLE,07/30/2020 12:28:00,36.0,1220.0,676.0,209.0,110.0,74.0,85.0,46.0,23.0,APPROVED,1896.0
FL: JACKSONVILLE,07/30/2020 13:28:00,35.0,1234.0,691.0,213.0,112.0,76.0,89.0,48.0,24.0,APPROVED,1925.0
FL: JACKSONVILLE,07/30/2020 14:28:00,36.0,1224.0,686.0,213.0,117.0,74.0,87.0,46.0,24.0,APPROVED,1910.0
FL: JACKSONVILLE,07/30/2020 15:29:00,36.0,1223.0,689.0,212.0,115.0,74.0,89.0,47.0,23.0,APPROVED,1912.0
FL: JACKSONVILLE,07/30/2020 16:29:00,35.0,1191.0,662.0,207.0,109.0,72.0,83.0,47.0,22.0,APPROVED,1853.0
FL: JACKSONVILLE,07/30/2020 17:29:00,34.0,1226.0,669.0,208.0,109.0,72.0,86.0,46.0,23.0,APPROVED,1895.0
FL: JACKSONVILLE,07/30/2020 18:29:00,36.0,1220.0,668.0,207.0,111.0,73.0,83.0,46.0,24.0,APPROVED,1888.0
FL: JACKSONVILLE,07/30/2020 19:39:00,33.0,1171.0,617.0,198.0,104.0,69.0,77.0,44.0,22.0,APPROVED,1788.0
FL: JACKSONVILLE,07/30/2020 20:39:00,35.0,1160.0,617.0,197.0,98.0,70.0,77.0,43.0,23.0,APPROVED,1777.0
FL: JACKSONVILLE,07/30/2020 21:39:00,36.0,1162.0,616.0,193.0,100.0,71.0,77.0,43.0,22.0,APPROVED,1778.0
FL: JACKSONVILLE,07/30/2020 22:39:00,34.0,1164.0,631.0,196.0,103.0,70.0,77.0,43.0,22.0,APPROVED,1795.0
FL: JACKSONVILLE,07/30/2020 23:39:00,34.0,1176.0,627.0,197.0,101.0,70.0,79.0,45.0,22.0,APPROVED,1803.0
FL: JACKSONVILLE,07/31/2020 00:40:00,34.0,1160.0,625.0,195.0,102.0,70.0,78.0,42.0,22.0,APPROVED,1785.0
FL: JACKSONVILLE,07/31/2020 01:40:00,34.0,1153.0,612.0,195.0,99.0,70.0,75.0,42.0,22.0,APPROVED,1765.0
FL: JACKSONVILLE,07/31/2020 02:40:00,35.0,1157.0,611.0,190.0,99.0,70.0,76.0,42.0,21.0,APPROVED,1768.0
FL: JACKSONVILLE,07/31/2020 03:40:00,35.0,1160.0,611.0,195.0,99.0,70.0,75.0,40.0,22.0,APPROVED,1771.0
FL: JACKSONVILLE,07/31/2020 04:40:00,34.0,1157.0,615.0,192.0,98.0,70.0,76.0,41.0,23.0,APPROVED,1772.0
FL: JACKSONVILLE,07/31/2020 05:41:00,33.0,1161.0,614.0,192.0,98.0,70.0,77.0,41.0,22.0,APPROVED,1775.0
FL: JACKSONVILLE,07/31/2020 06:41:00,34.0,1164.0,624.0,197.0,99.0,68.0,76.0,43.0,22.0,APPROVED,1788.0
FL: JACKSONVILLE,07/31/2020 07:41:00,33.0,1171.0,627.0,193.0,104.0,69.0,79.0,42.0,22.0,APPROVED,1798.0
FL: JACKSONVILLE,07/31/2020 08:41:00,33.0,1174.0,640.0,200.0,103.0,71.0,78.0,43.0,23.0,APPROVED,1814.0
FL: JACKSONVILLE,07/31/2020 09:41:00,34.0,1202.0,648.0,201.0,105.0,73.0,81.0,45.0,23.0,APPROVED,1850.0
FL: JACKSONVILLE,07/31/2020 10:42:00,35.0,1203.0,656.0,202.0,108.0,76.0,83.0,45.0,23.0,APPROVED,1859.0
FL: JACKSONVILLE,07/31/2020 11:42:00,35.0,1218.0,670.0,210.0,111.0,75.0,84.0,45.0,23.0,APPROVED,1888.0
FL: JACKSONVILLE,07/31/2020 12:42:00,36.0,1226.0,680.0,215.0,113.0,75.0,87.0,47.0,24.0,APPROVED,1906.0
FL: JACKSONVILLE,07/31/2020 13:42:00,37.0,1221.0,693.0,214.0,117.0,75.0,88.0,47.0,23.0,APPROVED,1914.0
FL: JACKSONVILLE,07/31/2020 14:43:00,33.0,1197.0,662.0,204.0,111.0,72.0,83.0,46.0,23.0,APPROVED,1859.0
FL: JACKSONVILLE,07/31/2020 15:43:00,33.0,1176.0,647.0,202.0,108.0,70.0,81.0,45.0,24.0,APPROVED,1823.0
FL: JACKSONVILLE,07/31/2020 16:43:00,34.0,1173.0,644.0,199.0,106.0,69.0,82.0,45.0,23.0,APPROVED,1817.0
FL: JACKSONVILLE,07/31/2020 17:43:00,34.0,1183.0,647.0,200.0,107.0,71.0,82.0,45.0,24.0,APPROVED,1830.0
FL: JACKSONVILLE,07/31/2020 18:43:00,37.0,1194.0,652.0,200.0,107.0,70.0,79.0,46.0,23.0,APPROVED,1846.0
